Race,County,Town,Candidate Name,Party,Percent of Votes,Count of Votes,# Precincts Counted,Total # of Precincts,Winner Flag
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,MANCHESTER,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,MANCHESTER,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,PERU,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,POWNAL,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,READSBORO,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,RUPERT,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SANDGATE,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SEARSBURG,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SHAFTSBURY,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,STAMFORD,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,SUNDERLAND,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
